samplers,SlaughterDate,Timepoint,Diet,Diet_Tank,ID,BW,Length,Sex,cataract_V,cataract_H,cataract_sum,Fat_Score,Heart_Score,softliver,patchy_liver,Liver_Score,Heart_W,Liver_W,GW,SlaughYield,CF,HSI,CSI,L,a,b,Gut_Abstruc,Gut_light,Anus_ble,Gut_ble,Sca_lossScor,Bleeding,Parr_mark,Tail_sli,UJ_dform,LJ_dform,O_dform,Ryggf_d,BugF_sli,BugF_bleed,Deform
sample378,08/12/20,T3,CTR,CTR-2,8,232,25.5,F,0,0,0,2,0.5,1,0,1,0.376,3.2,204,87.93103448,1.4,1.38,0.16,,,,0,1,0,0,0.5,0,0,2,0,0,0,0,2,0,0
sample379,08/12/20,T3,CTR,CTR-2,9,195,24.8,M,0,0,0,2,0,1,1,1.5,0.337,2.6,168,86.15384615,1.28,1.33,0.17,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
sample380,08/12/20,T3,CTR,CTR-2,10,164,24,F,0,0,0,2,0.5,1,0,1.5,0.25,1.9,144,87.80487805,1.19,1.16,0.15,,,,0,1,1,0,1,0,0,0.5,0,0,0,0,0.5,0,0
sample381,08/12/20,T3,MN3,MN3-2,1,188,25.3,M,0,0,0,2,0,0,0,2,0.307,2.6,158,84.04255319,1.16,1.38,0.16,,,,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0
sample382,08/12/20,T3,MN3,MN3-2,2,198,25.5,F,0,0,0,2,0,1,0,2,0.371,2.6,175,88.38383838,1.19,1.31,0.19,,,,0,1,0,1,1,0,0,0.5,0,0,0,0.5,0,0,0
sample383,08/12/20,T3,MN3,MN3-2,3,245,26.9,F,0,0,0,1.5,0,1,0,1.5,0.398,2.9,217,88.57142857,1.26,1.18,0.16,,,,0,1,1,0,1,0,0,1,0,0,0,,0,0,0
sample384,08/12/20,T3,MN3,MN3-2,4,208,26.2,M,0,0,0,1,0,1,0,1,0.305,3.1,180,86.53846154,1.16,1.49,0.15,,,,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
sample385,08/12/20,T3,MN3,MN3-2,5,168,23.8,M,0,0,0,2,0,1,0,1,0.281,2.25,147,87.5,1.25,1.34,0.17,,,,0,1,0,0,,,,,0,0,0,,,0,0
sample386,08/12/20,T3,MN3,MN3-2,6,209,27.9,M,0,0,0,1.5,0.5,0,0,1,0.347,2.9,176,84.21052632,0.96,1.39,0.17,,,,0,1,0,0,0.5,0,0,0,0,0,1,0,2,0,0
sample387,08/12/20,T3,MN3,MN3-2,7,204,26,F,0,0,0,2,0.5,0,0,2,0.314,2.3,181,88.7254902,1.16,1.13,0.15,,,,0,1,1,0,1,0,0,0.5,0,0,0,0.5,1,0,0
sample388,08/12/20,T3,MN3,MN3-2,8,212,26,F,0,0,0,2,0,0,0,2.5,0.358,2.6,187,88.20754717,1.21,1.23,0.17,,,,0,1,1,0,1,0,0,0.5,0,0,0,0,1,0,0
sample389,08/12/20,T3,MN3,MN3-2,9,156,23.5,F,0,0,0,2,0.5,0,0,2,0.259,1.6,139,89.1025641,1.2,1.03,0.17,,,,0,0,1,0,1,0,0,1,0,0,0,1,2,0,0
sample390,08/12/20,T3,MN3,MN3-2,10,156,22.9,F,1,1,2,2,0,0,0,2,0.357,2.2,135,86.53846154,1.3,1.41,0.23,,,,0,1,1,0,1.5,0,0,0.5,0,0,0,0.5,1,0,1
sample391,08/12/20,T3,MC2,MC2-3,1,252,28,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,0
sample392,08/12/20,T3,MC2,MC2-3,2,219,26.5,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,0
sample393,08/12/20,T3,MC2,MC2-3,3,244,26.5,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,0
sample394,08/12/20,T3,MC2,MC2-3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample395,08/12/20,T3,MC2,MC2-3,5,194,25,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,0
sample396,08/12/20,T3,CTR,CTR-3,1,332,30,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,0
sample397,08/12/20,T3,CTR,CTR-3,2,194,25.2,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,0
sample398,08/12/20,T3,CTR,CTR-3,3,157,22.2,,,,,,,,,,,,,,1.43,,,,,,,,,,,,,,,,,,,,1
sample399,08/12/20,T3,CTR,CTR-3,4,240,26.5,,,,,,,,,,,,,,1.29,,,,,,,,,,,,,,,,,,,,0
sample400,08/12/20,T3,CTR,CTR-3,5,211,25.9,,,,,,,,,,,,,,1.21,,,,,,,,,,,,,,,,,,,,0
sample401,08/12/20,T3,MN3,MN3-3,1,183,24.5,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,0
sample402,08/12/20,T3,MN3,MN3-3,2,184,24.5,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,0
sample403,08/12/20,T3,MN3,MN3-3,3,244,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample404,08/12/20,T3,MN3,MN3-3,4,260,28.1,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,0
sample405,08/12/20,T3,MN3,MN3-3,5,148,23.6,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,0
sample406,08/12/20,T3,MC1,MC1-3,1,275,28,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,0
sample407,08/12/20,T3,MC1,MC1-3,2,271,26.3,,,,,,,,,,,,,,1.49,,,,,,,,,,,,,,,,,,,,0
sample408,08/12/20,T3,MC1,MC1-3,3,227,27,,,,,,,,,,,,,,1.15,,,,,,,,,,,,,,,,,,,,0
sample409,08/12/20,T3,MC1,MC1-3,4,250,27.8,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,0
sample410,08/12/20,T3,MC1,MC1-3,5,232,26.7,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,0
sample411,08/12/20,T3,CTR,CTR-1,1,232,27,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,0
sample412,08/12/20,T3,CTR,CTR-1,2,206,25.5,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,0
sample413,08/12/20,T3,CTR,CTR-1,3,165,23.8,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,0
sample414,08/12/20,T3,CTR,CTR-1,4,197,25.3,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,0
sample415,08/12/20,T3,CTR,CTR-1,5,248,27.2,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,0
sample416,08/12/20,T3,MN3,MN3-1,1,206,25.9,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,0
sample417,08/12/20,T3,MN3,MN3-1,2,223,26,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,0
sample418,08/12/20,T3,MN3,MN3-1,3,202,25.2,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,0
sample419,08/12/20,T3,MN3,MN3-1,4,183,24,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,,,,,,,0
sample420,08/12/20,T3,MN3,MN3-1,5,246,26.8,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,0
sample421,08/12/20,T3,MC1,MC1-1,1,196,26,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,,,,,,0
sample422,08/12/20,T3,MC1,MC1-1,2,246,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample423,08/12/20,T3,MC1,MC1-1,3,169,23.2,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,0
sample424,08/12/20,T3,MC1,MC1-1,4,198,26,,,,,,,,,,,,,,1.13,,,,,,,,,,,,,,,,,,,,0
sample425,08/12/20,T3,MC1,MC1-1,5,223,26,,,,,,,,,,,,,,1.27,,,,,,,,,,,,,,,,,,,,1
sample426,08/12/20,T3,MC2,MC2-1,1,231,26,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,0
sample427,08/12/20,T3,MC2,MC2-1,2,291,28.3,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,0
sample428,08/12/20,T3,MC2,MC2-1,3,234,26.7,,,,,,,,,,,,,,1.23,,,,,,,,,,,,,,,,,,,,0
sample429,08/12/20,T3,MC2,MC2-1,4,197,25,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,,,,,,0
sample430,08/12/20,T3,MC2,MC2-1,5,153,23.5,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,0
sample431,08/12/20,T3,MC1,MC1-2,1,264,27.3,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,0
sample432,08/12/20,T3,MC1,MC1-2,2,273,28,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,,,,,,,0
sample433,08/12/20,T3,MC1,MC1-2,3,256,28.2,,,,,,,,,,,,,,1.14,,,,,,,,,,,,,,,,,,,,0
sample434,08/12/20,T3,MC1,MC1-2,4,180,25.3,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,0
sample435,08/12/20,T3,MC1,MC1-2,5,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample436,08/12/20,T3,MC2,MC1-2,6,160,24.5,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,0
sample437,08/12/20,T3,MC2,MC2-2,1,228,26.8,,,,,,,,,,,,,,1.18,,,,,,,,,,,,,,,,,,,,0
sample438,08/12/20,T3,MC2,MC2-2,2,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample439,08/12/20,T3,MC2,MC2-2,3,156,24.5,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,,,,,,0
sample440,08/12/20,T3,MC2,MC2-2,4,172,23.1,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,1
sample441,08/12/20,T3,MC2,MC2-2,5,209,26,,,,,,,,,,,,,,1.19,,,,,,,,,,,,,,,,,,,,0
sample442,08/12/20,T3,MC2,MC2-2,6,279,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample443,08/12/20,T3,CTR,CTR-2,1,251,27,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,,,,,,,0
sample444,08/12/20,T3,CTR,CTR-2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample445,08/12/20,T3,CTR,CTR-2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample446,08/12/20,T3,CTR,CTR-2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample447,08/12/20,T3,CTR,CTR-2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample448,08/12/20,T3,CTR,CTR-2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample449,08/12/20,T3,MN3,MN3-2,1,257,28,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,,,,,,0
sample450,08/12/20,T3,MN3,MN3-2,2,247,27,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,0
sample451,08/12/20,T3,MN3,MN3-2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample452,08/12/20,T3,MN3,MN3-2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample453,08/12/20,T3,MN3,MN3-2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
sample454,08/12/20,T3,MN3,MN3-2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
